Probe_Id	Gene_Symbol
ENSMMUG00000016394	SGCE
ENSMMUG00000001291	SGCG
ENSMMUG00000000637	SGIP1
ENSMMUG00000008140	SGK1
ENSMMUG00000021272	SGK196
ENSMMUG00000007925	SGK2
ENSMMUG00000022087	SGK223
ENSMMUG00000023411	Sgk494
ENSMMUG00000007081	SGMS1
ENSMMUG00000017834	SGMS2
ENSMMUG00000020341	SGOL1
ENSMMUG00000021930	SGOL2
ENSMMUG00000009800	SGPL1
ENSMMUG00000023556	SGPP1
ENSMMUG00000007684	SGPP2
ENSMMUG00000002849	SGSH
ENSMMUG00000010839	SGSM1
ENSMMUG00000022002	SGSM2
ENSMMUG00000008135	SGSM3
ENSMMUG00000007265	SGTA
ENSMMUG00000016521	SGTB
ENSMMUG00000023524	SH2B1
ENSMMUG00000010329	SH2B2
ENSMMUG00000002223	SH2B3
ENSMMUG00000007585	SH2D1A
ENSMMUG00000008511	SH2D1B
ENSMMUG00000010917	SH2D2A
ENSMMUG00000016432	SH2D3C
ENSMMUG00000000129	SH2D4A
ENSMMUG00000022098	SH2D4B
ENSMMUG00000008847	SH2D5
ENSMMUG00000009908	SH2D7
ENSMMUG00000001689	SH3BGRL
ENSMMUG00000000646	SH3BGRL3
ENSMMUG00000003854	SH3BP1
ENSMMUG00000014335	SH3BP2
ENSMMUG00000013808	SH3BP4
ENSMMUG00000000632	SH3BP5L
ENSMMUG00000006026	SH3D19
ENSMMUG00000011688	SH3D21
ENSMMUG00000000273	SH3GL1
ENSMMUG00000011704	SH3GL2
ENSMMUG00000013669	SH3GL3
ENSMMUG00000013487	SH3GLB1
ENSMMUG00000011759	SH3GLB2
ENSMMUG00000004744	SH3KBP1
ENSMMUG00000007067	SH3PXD2A
ENSMMUG00000010102	SH3PXD2B
ENSMMUG00000012701	SH3RF1
ENSMMUG00000018386	SH3RF2
ENSMMUG00000017175	SH3RF3
ENSMMUG00000019820	SH3TC2
ENSMMUG00000017096	SH3YL1
ENSMMUG00000007152	SHARPIN
ENSMMUG00000013513	SHBG
ENSMMUG00000006581	SHC1
ENSMMUG00000020357	SHC3
ENSMMUG00000009833	SHC4
ENSMMUG00000012376	SHCBP1
ENSMMUG00000008757	SHF
ENSMMUG00000004127	SHFM1
ENSMMUG00000007356	SHH
ENSMMUG00000008521	SHISA2
ENSMMUG00000017732	SHISA3
ENSMMUG00000001921	SHISA4
ENSMMUG00000010062	SHISA5
ENSMMUG00000018538	SHISA6
ENSMMUG00000013535	SHMT1
ENSMMUG00000021785	SHMT2
ENSMMUG00000017206	SHOC2
ENSMMUG00000011955	SHPRH
ENSMMUG00000009571	SHQ1
ENSMMUG00000010312	SHROOM1
ENSMMUG00000006193	SHROOM2
ENSMMUG00000020919	SHROOM3
ENSMMUG00000000378	SHROOM4
ENSMMUG00000001302	SI
ENSMMUG00000008476	SIAE
ENSMMUG00000007400	SIAH1
ENSMMUG00000015590	SIAH2
ENSMMUG00000013454	SIDT1
ENSMMUG00000002053	SIDT2
ENSMMUG00000022070	SIGLEC1
ENSMMUG00000021111	SIGLEC10
ENSMMUG00000006385	SIGLEC11
ENSMMUG00000003561	SIGLEC15
ENSMMUG00000012761	SIGLEC5
ENSMMUG00000012765	SIGLEC6
ENSMMUG00000018161	SIGLEC9
ENSMMUG00000020774	SIGMAR1
ENSMMUG00000020050	SIK1
ENSMMUG00000030914	SIK2
ENSMMUG00000016128	SIK3
ENSMMUG00000001973	SIKE1
ENSMMUG00000001939	SIL1
ENSMMUG00000015564	SIM2
ENSMMUG00000003919	SIMC1
ENSMMUG00000009281	SIN3A
ENSMMUG00000018504	SIN3B
ENSMMUG00000007416	SIPA1
ENSMMUG00000020067	SIPA1L1
ENSMMUG00000003492	SIPA1L3
ENSMMUG00000018474	SIRPB1
ENSMMUG00000015993	SIRPB2
ENSMMUG00000018473	SIRPG
ENSMMUG00000030531	SIRT1
ENSMMUG00000023640	SIRT2
ENSMMUG00000008490	SIRT3
ENSMMUG00000008678	SIRT5
ENSMMUG00000019955	SIRT6
ENSMMUG00000012890	SIRT7
ENSMMUG00000016319	SIT1
ENSMMUG00000016557	SIVA1
ENSMMUG00000018507	SIX1
ENSMMUG00000023752	SIX2
ENSMMUG00000001640	SIX4
ENSMMUG00000016455	SIX5
ENSMMUG00000000719	SKA1
ENSMMUG00000011445	SKA2
ENSMMUG00000016560	SKA3
ENSMMUG00000018544	SKAP2
ENSMMUG00000010280	SKI
ENSMMUG00000009271	SKIL
ENSMMUG00000000736	SKIV2L
ENSMMUG00000010379	SKIV2L2
ENSMMUG00000016298	SKP1/SKP1P2
ENSMMUG00000015225	SKP2
ENSMMUG00000010197	SLA
ENSMMUG00000008200	SLA2
ENSMMUG00000021719	SLAIN2
ENSMMUG00000015809	SLAMF1
ENSMMUG00000015601	SLAMF6
ENSMMUG00000017327	SLAMF7
ENSMMUG00000011338	SLAMF8
ENSMMUG00000004707	SLAMF9
ENSMMUG00000022409	SLC10A1
ENSMMUG00000007664	SLC10A2
ENSMMUG00000009013	SLC10A3
ENSMMUG00000006703	SLC10A4
ENSMMUG00000005522	SLC10A7
ENSMMUG00000013359	SLC11A1
ENSMMUG00000022961	SLC11A2
ENSMMUG00000016896	SLC12A1
ENSMMUG00000011214	SLC12A2
ENSMMUG00000004812	SLC12A3
ENSMMUG00000008491	SLC12A4
ENSMMUG00000016553	SLC12A5
ENSMMUG00000020935	SLC12A6
ENSMMUG00000021248	SLC12A9
ENSMMUG00000016386	SLC13A4
ENSMMUG00000011037	SLC14A1
ENSMMUG00000001402	SLC15A1
ENSMMUG00000001049	SLC15A2
ENSMMUG00000014535	SLC15A3
ENSMMUG00000005767	SLC15A4
ENSMMUG00000002358	SLC15A5
ENSMMUG00000006171	SLC16A1
ENSMMUG00000021534	SLC16A10
ENSMMUG00000017535	SLC16A12
ENSMMUG00000021175	SLC16A13
ENSMMUG00000008591	SLC16A14
ENSMMUG00000013165	SLC16A2
ENSMMUG00000010121	SLC16A3
ENSMMUG00000015022	SLC16A4
ENSMMUG00000011094	SLC16A6
ENSMMUG00000014778	SLC16A7
ENSMMUG00000008911	SLC16A9
ENSMMUG00000002579	SLC17A4
ENSMMUG00000008133	SLC17A5
ENSMMUG00000005713	SLC17A9
ENSMMUG00000019999	SLC18A1
ENSMMUG00000014817	SLC18A2
ENSMMUG00000013236	SLC18B1
ENSMMUG00000004477	SLC19A1
ENSMMUG00000013039	SLC19A2
ENSMMUG00000013249	SLC19A3
ENSMMUG00000000135	SLC1A1
ENSMMUG00000004329	SLC1A2
ENSMMUG00000006202	SLC1A3
ENSMMUG00000022163	SLC1A5
ENSMMUG00000004574	SLC20A1
ENSMMUG00000020186	SLC20A2
ENSMMUG00000006480	SLC22A13
ENSMMUG00000011860	SLC22A15
ENSMMUG00000008187	SLC22A16
ENSMMUG00000014748	SLC22A17
ENSMMUG00000001371	SLC22A23
ENSMMUG00000005717	SLC22A3
ENSMMUG00000012102	SLC22A31
ENSMMUG00000009301	SLC22A4
ENSMMUG00000007087	SLC22A5
ENSMMUG00000020005	SLC23A2
ENSMMUG00000000788	SLC23A3
ENSMMUG00000022059	SLC24A1
ENSMMUG00000020651	SLC24A2
ENSMMUG00000002321	SLC24A3
ENSMMUG00000013960	SLC24A4
ENSMMUG00000018831	SLC24A5
ENSMMUG00000005431	SLC25A1
ENSMMUG00000004457	SLC25A10
ENSMMUG00000002765	SLC25A11
ENSMMUG00000007310	SLC25A12
ENSMMUG00000005250	SLC25A13
ENSMMUG00000008386	SLC25A14
ENSMMUG00000022585	SLC25A15
ENSMMUG00000008106	SLC25A17
ENSMMUG00000018031	SLC25A19
ENSMMUG00000015418	SLC25A20
ENSMMUG00000009649	SLC25A21
ENSMMUG00000007513	SLC25A22
ENSMMUG00000005598	SLC25A23
ENSMMUG00000002789	SLC25A24
ENSMMUG00000001529	SLC25A26
ENSMMUG00000019250	SLC25A27
ENSMMUG00000023760	SLC25A28
ENSMMUG00000009738	SLC25A29
ENSMMUG00000023036	SLC25A3
ENSMMUG00000015667	SLC25A30
ENSMMUG00000015243	SLC25A31
ENSMMUG00000019404	SLC25A32
ENSMMUG00000016283	SLC25A34
ENSMMUG00000016662	SLC25A37
ENSMMUG00000017944	SLC25A39
ENSMMUG00000015472	SLC25A4
ENSMMUG00000006767	SLC25A40
ENSMMUG00000016526	SLC25A41
ENSMMUG00000019669	SLC25A42
ENSMMUG00000020282	SLC25A43
ENSMMUG00000004902	SLC25A44
ENSMMUG00000023297	SLC25A45
ENSMMUG00000009624	SLC25A46
ENSMMUG00000022663	SLC25A5
ENSMMUG00000008669	SLC25A51
ENSMMUG00000011519	SLC25A53
ENSMMUG00000017223	SLC26A1
ENSMMUG00000001181	Slc26a10
ENSMMUG00000029776	SLC26A2
ENSMMUG00000017618	SLC26A3
ENSMMUG00000019125	SLC26A4
ENSMMUG00000019481	SLC26A7
ENSMMUG00000008442	SLC26A8
ENSMMUG00000000194	SLC27A1
ENSMMUG00000002876	SLC27A2
ENSMMUG00000019487	SLC27A3
ENSMMUG00000014148	SLC27A4
ENSMMUG00000017873	SLC27A5
ENSMMUG00000017031	SLC27A6
ENSMMUG00000001284	SLC28A2
ENSMMUG00000008685	SLC28A3
ENSMMUG00000022685	SLC29A1
ENSMMUG00000006433	SLC29A3
ENSMMUG00000008219	SLC29A4
ENSMMUG00000000373	SLC2A1
ENSMMUG00000016927	SLC2A10
ENSMMUG00000010078	SLC2A13
ENSMMUG00000022709	SLC2A4
ENSMMUG00000020711	SLC2A4RG
ENSMMUG00000016307	SLC2A5
ENSMMUG00000010981	SLC2A6
ENSMMUG00000012167	SLC2A8
ENSMMUG00000000868	SLC30A1
ENSMMUG00000000563	SLC30A10
ENSMMUG00000012328	SLC30A2
ENSMMUG00000010272	SLC30A3
ENSMMUG00000011510	SLC30A4
ENSMMUG00000018143	SLC30A5
ENSMMUG00000003728	SLC30A7
ENSMMUG00000004969	SLC30A8
ENSMMUG00000022782	SLC30A9
ENSMMUG00000011197	SLC31A1
ENSMMUG00000000172	SLC31A2
ENSMMUG00000004553	SLC35A2
ENSMMUG00000000931	SLC35A3
ENSMMUG00000001725	SLC35A4
ENSMMUG00000014236	SLC35A5
ENSMMUG00000008870	SLC35B1
ENSMMUG00000022687	SLC35B2
ENSMMUG00000010672	SLC35B3
ENSMMUG00000000916	SLC35B4
ENSMMUG00000002452	SLC35C1
ENSMMUG00000018071	SLC35C2
ENSMMUG00000000645	SLC35D1
ENSMMUG00000013567	SLC35D3
ENSMMUG00000012959	SLC35E1
ENSMMUG00000005578	SLC35E2B
ENSMMUG00000014187	SLC35E3
ENSMMUG00000019804	SLC35E4
ENSMMUG00000022354	SLC35F1
ENSMMUG00000010358	SLC35F2
ENSMMUG00000008875	SLC35F5
ENSMMUG00000030899	SLC35F6
ENSMMUG00000001607	SLC35G1
ENSMMUG00000019360	SLC35G2
ENSMMUG00000003499	SLC36A1
ENSMMUG00000017741	SLC36A4
ENSMMUG00000018085	SLC37A1
ENSMMUG00000006379	SLC37A2
ENSMMUG00000015870	SLC37A3
ENSMMUG00000016890	SLC37A4
ENSMMUG00000011999	SLC38A1
ENSMMUG00000003292	SLC38A10
ENSMMUG00000005009	SLC38A11
ENSMMUG00000022359	SLC38A2
ENSMMUG00000010342	SLC38A3
ENSMMUG00000012331	SLC38A4
ENSMMUG00000016975	SLC38A5
ENSMMUG00000013612	SLC38A6
ENSMMUG00000006001	SLC38A7
ENSMMUG00000010466	SLC38A9
ENSMMUG00000005007	SLC39A1
ENSMMUG00000005621	SLC39A10
ENSMMUG00000014195	SLC39A11
ENSMMUG00000011624	SLC39A12
ENSMMUG00000015607	SLC39A13
ENSMMUG00000017713	SLC39A14
ENSMMUG00000003156	SLC39A2
ENSMMUG00000008674	SLC39A5
ENSMMUG00000018784	SLC39A6
ENSMMUG00000003859	SLC39A7
ENSMMUG00000016880	SLC39A8
ENSMMUG00000021572	SLC39A9
ENSMMUG00000006310	SLC3A1
ENSMMUG00000003506	SLC40A1
ENSMMUG00000021426	SLC41A1
ENSMMUG00000017129	SLC41A2
ENSMMUG00000012847	SLC41A3
ENSMMUG00000010983	SLC43A1
ENSMMUG00000017561	SLC43A2
ENSMMUG00000010601	SLC43A3
ENSMMUG00000015024	SLC44A1
ENSMMUG00000001686	SLC44A3
ENSMMUG00000021708	SLC44A4
ENSMMUG00000017907	SLC44A5
ENSMMUG00000021398	SLC45A1
ENSMMUG00000004116	SLC45A3
ENSMMUG00000013579	SLC45A4
ENSMMUG00000019151	SLC46A1
ENSMMUG00000013721	SLC46A3
ENSMMUG00000002700	SLC47A1
ENSMMUG00000014134	SLC47A2
ENSMMUG00000000475	SLC48A1
ENSMMUG00000008384	SLC4A10
ENSMMUG00000003633	SLC4A11
ENSMMUG00000019748	SLC4A1AP
ENSMMUG00000020456	SLC4A2
ENSMMUG00000016029	SLC4A4
ENSMMUG00000015605	SLC4A5
ENSMMUG00000030803	SLC4A5
ENSMMUG00000019327	SLC4A7
ENSMMUG00000006607	SLC4A8
ENSMMUG00000003723	SLC4A9
ENSMMUG00000013219	SLC50A1
ENSMMUG00000022674	SLC51A
ENSMMUG00000004030	SLC51B
ENSMMUG00000011344	SLC52A1
ENSMMUG00000007374	SLC52A2
ENSMMUG00000021670	SLC52A3
ENSMMUG00000013626	SLC5A1
ENSMMUG00000005325	SLC5A10
ENSMMUG00000001407	SLC5A11
ENSMMUG00000003021	SLC5A12
ENSMMUG00000000897	SLC5A2
ENSMMUG00000030470	SLC5A3
ENSMMUG00000010257	SLC5A6
ENSMMUG00000010166	SLC5A7
ENSMMUG00000015134	SLC5A8
ENSMMUG00000007558	SLC5A9
ENSMMUG00000005917	SLC6A1
ENSMMUG00000005916	SLC6A11
ENSMMUG00000022068	SLC6A12
ENSMMUG00000020849	SLC6A14
ENSMMUG00000014787	SLC6A16
ENSMMUG00000021544	SLC6A17
ENSMMUG00000010935	SLC6A19
ENSMMUG00000020238	SLC6A2
ENSMMUG00000010514	SLC6A20
ENSMMUG00000005198	SLC6A3
ENSMMUG00000003515	SLC6A4
ENSMMUG00000009053	SLC6A5
ENSMMUG00000006340	SLC6A6
ENSMMUG00000011559	SLC6A7
ENSMMUG00000012742	SLC6A8
ENSMMUG00000015158	SLC6A9
ENSMMUG00000008661	SLC7A1
ENSMMUG00000020317	SLC7A11
ENSMMUG00000013987	SLC7A14
ENSMMUG00000022303	SLC7A2
ENSMMUG00000003274	SLC7A3
ENSMMUG00000011182	SLC7A4
ENSMMUG00000002064	SLC7A6
ENSMMUG00000019653	SLC7A8
ENSMMUG00000028800	SLC7A9
ENSMMUG00000015508	SLC8A1
ENSMMUG00000017433	SLC8A3
ENSMMUG00000016893	SLC9A1
ENSMMUG00000004165	SLC9A2
ENSMMUG00000005737	SLC9A3R1
ENSMMUG00000002806	SLC9A3R2
ENSMMUG00000004164	SLC9A4
ENSMMUG00000018113	SLC9A5
ENSMMUG00000011271	SLC9A6
ENSMMUG00000003897	SLC9A7
ENSMMUG00000009694	SLC9A9
ENSMMUG00000011206	SLC9B1
ENSMMUG00000019083	SLC9B2
ENSMMUG00000008584	SLCO1A2
ENSMMUG00000008583	SLCO1B1
ENSMMUG00000008271	SLCO1C1
ENSMMUG00000012605	SLCO2A1
ENSMMUG00000009126	SLCO2B1
ENSMMUG00000001740	SLCO3A1
ENSMMUG00000016848	SLCO4A1
ENSMMUG00000007773	SLCO4C1
ENSMMUG00000008783	SLCO5A1
ENSMMUG00000006042	SLFN12
ENSMMUG00000002614	SLIT2
ENSMMUG00000017087	SLIT3
ENSMMUG00000003715	SLITRK1
ENSMMUG00000009719	SLITRK2
ENSMMUG00000011050	SLITRK3
ENSMMUG00000015386	SLITRK4
ENSMMUG00000002854	SLITRK5
ENSMMUG00000016317	SLITRK6
ENSMMUG00000015324	SLK
ENSMMUG00000004800	SLMAP
ENSMMUG00000023281	SLMO1
ENSMMUG00000010341	SLPI
ENSMMUG00000022200	SLTM
ENSMMUG00000023075	SLU7
ENSMMUG00000007574	SLX4
ENSMMUG00000018114	SLX4IP
ENSMMUG00000018384	SMAD1
ENSMMUG00000007816	SMAD2
ENSMMUG00000015455	SMAD3
ENSMMUG00000018334	SMAD4
ENSMMUG00000000340	SMAD5
ENSMMUG00000019018	SMAD6
ENSMMUG00000012770	SMAD7
ENSMMUG00000009914	SMAD9
ENSMMUG00000017484	SMAGP
ENSMMUG00000029592	SMAP1
ENSMMUG00000013839	SMAP2
ENSMMUG00000008818	SMARCA1
ENSMMUG00000012042	SMARCA4
ENSMMUG00000000829	SMARCA5
ENSMMUG00000022242	SMARCAD1
ENSMMUG00000019539	SMARCAL1
ENSMMUG00000006531	SMARCD1
ENSMMUG00000016771	SMARCD2
ENSMMUG00000006687	SMARCD3
ENSMMUG00000004005	SMARCE1
ENSMMUG00000009293	SMC1A
ENSMMUG00000020463	SMC2
ENSMMUG00000007982	SMC3
ENSMMUG00000017291	SMC4
ENSMMUG00000008346	SMC5
ENSMMUG00000005461	SMCHD1
ENSMMUG00000018359	SMCR7
ENSMMUG00000004496	SMCR7L
ENSMMUG00000013534	SMCR8
ENSMMUG00000007001	SMEK2
ENSMMUG00000022441	SMG1
ENSMMUG00000000090	SMG5
ENSMMUG00000023161	SMG6
ENSMMUG00000018458	SMG7
ENSMMUG00000003391	SMG8
ENSMMUG00000014543	SMG9
ENSMMUG00000021258	SMIM10
ENSMMUG00000019540	SMIM11
ENSMMUG00000012505	SMIM12
ENSMMUG00000021815	SMIM15
ENSMMUG00000031837	SMIM4
ENSMMUG00000022464	SMIM8
ENSMMUG00000007775	SMNDC1
ENSMMUG00000012110	SMO
ENSMMUG00000017430	SMOC1
ENSMMUG00000007717	SMPD1
ENSMMUG00000023219	SMPD2
ENSMMUG00000019496	SMPD3
ENSMMUG00000005397	SMPD4
ENSMMUG00000021905	SMPDL3A
ENSMMUG00000014250	SMPX
ENSMMUG00000020392	SMS
ENSMMUG00000004675	SMTN
ENSMMUG00000007876	SMTNL2
ENSMMUG00000002088	SMU1
ENSMMUG00000011642	SMUG1
ENSMMUG00000009183	SMURF1
ENSMMUG00000009461	SMURF2
ENSMMUG00000015631	SMYD2
ENSMMUG00000005777	SMYD3
ENSMMUG00000022195	SMYD4
ENSMMUG00000012445	SMYD5
ENSMMUG00000019719	SNAI1
ENSMMUG00000016195	SNAI2
ENSMMUG00000008716	SNAI3
ENSMMUG00000014043	SNAP23
ENSMMUG00000011064	SNAP25
ENSMMUG00000020384	SNAP29
ENSMMUG00000001869	SNAP47
ENSMMUG00000016703	SNAP91
ENSMMUG00000017303	SNAPC1
ENSMMUG00000006540	SNAPC2
ENSMMUG00000016189	SNAPC3
ENSMMUG00000003086	SNAPC4
ENSMMUG00000016841	SNAPC5
ENSMMUG00000008148	SNAPIN
ENSMMUG00000009997	SNCAIP
ENSMMUG00000000137	SNCB
ENSMMUG00000011849	SNCG
ENSMMUG00000015432	SND1
ENSMMUG00000008421	SNIP1
ENSMMUG00000014239	SNN
ENSMMUG00000018159	SNPH
ENSMMUG00000001028	SNRK
ENSMMUG00000023261	SNRNP200
ENSMMUG00000000587	SNRNP25
ENSMMUG00000010224	SNRNP27
ENSMMUG00000019406	SNRNP40
ENSMMUG00000014785	SNRNP48
ENSMMUG00000004928	SNRNP70
ENSMMUG00000022024	SNRPA
ENSMMUG00000011826	SNRPA1
ENSMMUG00000010050	SNRPB
ENSMMUG00000014493	SNRPB2
ENSMMUG00000000869	SNRPC
ENSMMUG00000003992	SNRPD1
ENSMMUG00000006937	SNRPD2
ENSMMUG00000000264	SNRPD3
ENSMMUG00000031372	SNRPE
ENSMMUG00000009302	SNRPF
ENSMMUG00000007961	SNRPG
ENSMMUG00000032514	Snrpgl2
ENSMMUG00000023139	SNRPN
ENSMMUG00000012719	SNTA1
ENSMMUG00000002607	SNTB1
ENSMMUG00000016640	SNTB2
ENSMMUG00000004784	SNUPN
ENSMMUG00000005402	SNW1
ENSMMUG00000014005	SNX1
ENSMMUG00000023230	SNX10
ENSMMUG00000020658	SNX11
ENSMMUG00000021906	SNX12
ENSMMUG00000021915	SNX13
ENSMMUG00000005446	SNX14
ENSMMUG00000007694	SNX16
ENSMMUG00000008288	SNX17
ENSMMUG00000023157	SNX18
ENSMMUG00000018119	SNX19
ENSMMUG00000023598	SNX2
ENSMMUG00000019869	SNX20
ENSMMUG00000023515	SNX21
ENSMMUG00000021122	SNX22
ENSMMUG00000010650	SNX24
ENSMMUG00000016920	SNX27
ENSMMUG00000022897	SNX29
ENSMMUG00000020366	SNX3
ENSMMUG00000010966	SNX30
ENSMMUG00000009952	SNX31
ENSMMUG00000019017	SNX32
ENSMMUG00000016106	SNX33
ENSMMUG00000011106	SNX4
ENSMMUG00000011476	SNX5
ENSMMUG00000008515	SNX7
ENSMMUG00000022074	SNX8
ENSMMUG00000007142	SNX9
ENSMMUG00000003768	SOAT1
ENSMMUG00000020339	SOAT2
ENSMMUG00000022950	SOBP
ENSMMUG00000010956	SOCS1
ENSMMUG00000012671	SOCS2
ENSMMUG00000017522	SOCS3
ENSMMUG00000000304	SOCS4
ENSMMUG00000005384	SOCS5
ENSMMUG00000012610	SOCS6
ENSMMUG00000020531	SOCS7
ENSMMUG00000001711	SOD1
ENSMMUG00000002612	SOD3
ENSMMUG00000005579	SOGA1
ENSMMUG00000015761	SOGA2
ENSMMUG00000010611	SOGA3
ENSMMUG00000000615	SOLH
ENSMMUG00000015733	SORBS2
ENSMMUG00000014445	SORBS3
ENSMMUG00000000433	SORCS1
ENSMMUG00000003610	SORCS3
ENSMMUG00000015971	SORD
ENSMMUG00000014880	SORL1
ENSMMUG00000005812	SORT1
ENSMMUG00000020575	SOS1
ENSMMUG00000007464	SOS2
ENSMMUG00000016817	SOSTDC1
ENSMMUG00000010310	SOWAHA
ENSMMUG00000018186	SOWAHB
ENSMMUG00000017179	SOWAHC
ENSMMUG00000010476	SOWAHD
ENSMMUG00000006986	SOX10
ENSMMUG00000009344	SOX11
ENSMMUG00000008460	SOX13
ENSMMUG00000000326	SOX17
ENSMMUG00000015560	SOX18
ENSMMUG00000000675	SOX2
ENSMMUG00000014454	SOX4
ENSMMUG00000020370	SOX5
ENSMMUG00000002753	SOX6
ENSMMUG00000010180	SOX7
ENSMMUG00000002412	SOX9
ENSMMUG00000020036	SP1
ENSMMUG00000001732	Sp100
ENSMMUG00000012197	SP110
ENSMMUG00000012199	SP140
ENSMMUG00000004765	SP2
ENSMMUG00000021818	SP3
ENSMMUG00000021684	SP4
ENSMMUG00000002690	SP5
ENSMMUG00000003011	SP6
ENSMMUG00000022039	SP7
ENSMMUG00000008480	SPA17
ENSMMUG00000011411	SPACA3
ENSMMUG00000022157	SPACA4
ENSMMUG00000004386	SPAG1
ENSMMUG00000008519	SPAG17
ENSMMUG00000020959	SPAG4
ENSMMUG00000006018	SPAG5
ENSMMUG00000000882	SPAG6
ENSMMUG00000001352	SPAG7
ENSMMUG00000016336	SPAG8
ENSMMUG00000022528	SPAG9
ENSMMUG00000001850	SPARC
ENSMMUG00000019047	SPARCL1
ENSMMUG00000022183	SPATA1
ENSMMUG00000022610	SPATA13
ENSMMUG00000007213	SPATA17
ENSMMUG00000000740	SPATA2
ENSMMUG00000017252	SPATA20
ENSMMUG00000011058	SPATA22
ENSMMUG00000023071	SPATA24
ENSMMUG00000009957	SPATA25
ENSMMUG00000002504	SPATA2L
ENSMMUG00000007422	SPATA5
ENSMMUG00000005858	SPATA5L1
ENSMMUG00000009282	SPATA6
ENSMMUG00000021011	SPATA7
ENSMMUG00000001213	SPATA9
ENSMMUG00000008101	SPATS2L
ENSMMUG00000003612	SPC24
ENSMMUG00000013827	SPC25
ENSMMUG00000017370	SPCS1
ENSMMUG00000010685	SPCS2
ENSMMUG00000023608	SPCS2
ENSMMUG00000022784	SPCS3
ENSMMUG00000009365	SPDL1
ENSMMUG00000020105	SPDYC
ENSMMUG00000018579	SPECC1
ENSMMUG00000008516	SPECC1L
ENSMMUG00000018919	SPEF1
ENSMMUG00000017936	SPEG
ENSMMUG00000008026	SPEN
ENSMMUG00000014938	SPESP1
ENSMMUG00000014291	SPG11
ENSMMUG00000001176	SPG20
ENSMMUG00000010949	SPG21
ENSMMUG00000017920	SPG7
ENSMMUG00000031108	SPHAR
ENSMMUG00000018011	SPHK1
ENSMMUG00000022159	SPHK2
ENSMMUG00000013254	SPHKAP
ENSMMUG00000020873	SPIC
ENSMMUG00000013451	SPICE1
ENSMMUG00000018590	SPIN3
ENSMMUG00000017227	SPINK1
ENSMMUG00000017900	SPINK5
ENSMMUG00000002158	SPINT2
ENSMMUG00000029062	SPIRE2
ENSMMUG00000006922	SPNS1
ENSMMUG00000022858	SPNS2
ENSMMUG00000001344	SPOCK1
ENSMMUG00000002122	SPOCK2
ENSMMUG00000006851	SPOCK3
ENSMMUG00000021914	SPON1
ENSMMUG00000020856	SPON2
ENSMMUG00000018752	SPOP
ENSMMUG00000002560	SPOPL
ENSMMUG00000008793	SPP1
ENSMMUG00000020650	SPPL3
ENSMMUG00000009485	SPR
ENSMMUG00000006012	SPRED2
ENSMMUG00000031669	SPRR1A
ENSMMUG00000013817	SPRR1B
ENSMMUG00000031668	SPRR3
ENSMMUG00000001848	SPRY1
ENSMMUG00000018292	SPRY2
ENSMMUG00000001662	SPRY3
ENSMMUG00000014175	SPRY4
ENSMMUG00000000329	SPRYD3
ENSMMUG00000000859	SPRYD4
ENSMMUG00000002052	SPSB1
ENSMMUG00000018596	SPSB3
ENSMMUG00000019796	SPSB4
ENSMMUG00000009327	SPTAN1
ENSMMUG00000019172	SPTB
ENSMMUG00000013541	SPTBN1
ENSMMUG00000020359	SPTBN2
ENSMMUG00000020796	SPTBN4
ENSMMUG00000013556	SPTLC2
ENSMMUG00000000089	SPTLC3
ENSMMUG00000006360	SPTSSA
ENSMMUG00000009565	SPTSSB
ENSMMUG00000019329	SPTY2D1
ENSMMUG00000003535	SQLE
ENSMMUG00000015749	SQRDL
ENSMMUG00000021055	SQSTM1
ENSMMUG00000001706	SRA1
ENSMMUG00000003490	SRBD1
ENSMMUG00000020131	SRC
ENSMMUG00000010556	SRCAP
ENSMMUG00000005041	SRCIN1
ENSMMUG00000013186	SRD5A1
ENSMMUG00000010113	SRD5A3
ENSMMUG00000023375	SREBF1
ENSMMUG00000003357	SREBF2
ENSMMUG00000015040	SREK1IP1
ENSMMUG00000000033	SRF
ENSMMUG00000021009	SRFBP1
ENSMMUG00000001952	SRGAP1
ENSMMUG00000022614	SRGAP2
ENSMMUG00000004099	SRGN
ENSMMUG00000022696	SRI
ENSMMUG00000019321	SRM
ENSMMUG00000006067	SRMS
ENSMMUG00000016061	SRP14
ENSMMUG00000015073	SRP54
ENSMMUG00000001795	SRP68
ENSMMUG00000016368	SRP72
ENSMMUG00000018557	SRPK1
ENSMMUG00000022732	SRPK2
ENSMMUG00000003372	SRPK3
ENSMMUG00000007938	SRPR
ENSMMUG00000013135	SRPX
ENSMMUG00000008210	SRPX2
ENSMMUG00000017518	SRR
ENSMMUG00000023443	SRRD
ENSMMUG00000006645	SRRM1
ENSMMUG00000004613	SRRM5
ENSMMUG00000028754	SRRM5
ENSMMUG00000021255	SRRT
ENSMMUG00000004725	SRSF1
ENSMMUG00000013852	SRSF11
ENSMMUG00000014941	SRSF12
ENSMMUG00000007110	SRSF4
ENSMMUG00000022407	SRSF5
ENSMMUG00000011025	SRSF7
ENSMMUG00000007639	SRSF8
ENSMMUG00000017353	SRXN1
ENSMMUG00000018059	SS18
ENSMMUG00000012606	SS18L1
ENSMMUG00000031677	SS18L2
ENSMMUG00000023051	SSB
ENSMMUG00000022442	SSBP1
ENSMMUG00000017583	SSBP2
ENSMMUG00000020976	SSBP3
